,cum_isWin,cum_Runs,cum_at-bats,cum_hits,cum_doubles,cum_triples,cum_Homeruns,cum_RBI,cum_SacrificeHits,cum_hit-by-pitch,cum_walks,cum_intentionalWalks,cum_strikeouts,cum_StolenBases,cum_CaughtStealing,cum_GroundedIntoDoublePlays,cum_LeftOnBase,cum_PitchersUsed,cum_IndividualEarnedRuns,cum_TeamEarnedRuns,cum_WildPitches,cum_Balks,cum_putouts,cum_assists,cum_errors,cum_PassedBalls,cum_doublePlays,cum_TriplePlays
0,0.009022681820874845,0.005777112178496968,0.45111706812968233,0.2177702319173016,0.299915833239648,0.09228008251290942,0.00018434675703249415,0.0036574360435818187,0.41151626613588266,0.21130740415324856,0.176580977806144,0.9009922857562516,0.23144744097599312,0.6656468130513447,0.1473446621652299,0.4086941508856363,0.0366495035478841,0.3180554669203882,0.018659522648993954,0.03630442487413166,0.020489247460250493,0.3851242869742926,0.8984867826119942,0.46513270326762846,0.41525351998127513,0.01392279284819331,0.35547285577027155,0.052971794780338755
