,Name,Train Acc,Test Acc,Training Time (s)
0,Naive,,,
1,Naive Bayes,0.5090642067098077,0.4809307448712653,3.057992954265082
2,Logistic Regression,0.644224149800358,0.5494974528431777,9.519292899331814
3,Multi Layer Perceptron,0.6312818394602782,0.550323557758502,94.12373154002272
4,Linear SVM,0.6513837257331682,0.5460553490293267,7763.1004638763525
5,RBF Kernel SVM,0.5947955390334573,0.5342145119096792,900.2797547326081
6,Nearest Neighbors,0.6932397081095966,0.4946991601266694,3.0320504220908333
7,Decision Tree,0.5058515764835467,0.4941484235164533,0.20906517858566076
